Participant,Session,Session_Game_MATB,SYSMON,TRACK,RESMAN,session_factor_MATB,Group_MATB,SYSMON_log,TRACK_log,RESMAN_log,SYSMON_log_inv,TRACK_log_inv,RESMAN_log_inv,SYSMON_z,TRACK_z,RESMAN_z,MATB_z_mean,Date,Session_Game_SF,TotalScore,Flight,Bonus,Mine,Fortress,NumberofBonus,NumberofMine,Bonus_Prct,Mine_Prct,FortressShot,session_factor_SF,Group_SF,SF_zscore
P026,T09,10.0,1.59,2.91,270.52,10.0,A,0.9516578757114463,1.3635373739972745,5.604035801485916,-0.9516578757114463,-1.3635373739972745,-5.604035801485916,0.8517200795820781,0.1740537670653271,-0.901899052072668,0.04129159819157905,0023-11-30 13:29:56,1.0,3750.0,-50.0,600.0,950.0,2250.0,14.0,20.0,64.2857142857143,90.0,117.0,10.0,A,-0.177606545493091
P026,T10,3.0,1.9,2.86,164.82,11.0,A,1.0647107369924282,1.3506671834767394,5.110902862688072,-1.0647107369924282,-1.3506671834767394,-5.110902862688072,0.550917166571078,0.24554751652707232,-0.02214269441920817,0.2581073295596474,0023-12-01 12:28:01,10.0,4375.0,-335.0,650.0,560.0,3500.0,14.0,19.0,78.5714285714286,73.6842105263158,195.0,11.0,A,0.104753549893778
P027,E1,2.0,11.54,4.01,932.71,1.0,B,2.5289235352047745,1.6114359150967734,6.8391658975107115,-2.5289235352047745,-1.6114359150967734,-6.8391658975107115,-3.34495481738156,-1.2030195684864227,-3.1053891640004587,-2.5511211832894802,0023-10-06 14:01:18,0.0,740.0,-1030.0,350.0,920.0,500.0,15.0,21.0,53.3333333333333,80.9523809523809,48.0,1.0,B,-1.53745276487625
P027,E2,5.0,3.14,3.56,84.83,12.0,B,1.420695787837223,1.5173226235262949,4.452368595730128,-1.420695787837223,-1.5173226235262949,-4.452368595730128,-0.39626222428346186,-0.6802213956214385,1.1526920458868168,0.02540280866063882,0023-12-13 16:30:11,4.0,3190.0,-100.0,300.0,740.0,2250.0,16.0,20.0,56.25,80.0,116.0,12.0,B,-0.430601190959726
P027,E3,2.0,2.93,3.14,153.31,13.0,B,1.3686394258811698,1.420695787837223,5.038963566083114,-1.3686394258811698,-1.420695787837223,-5.038963566083114,-0.2577544046696122,-0.14346051620684816,0.10619806032253765,-0.09833895351797424,0024-01-16 15:04:05,1.0,3080.0,-220.0,400.0,650.0,2250.0,16.0,19.0,43.75,73.6842105263158,110.0,13.0,B,-0.480296567747815
P027,T01,7.0,2.7,3.76,383.53,2.0,B,1.308332819650179,1.5602476682433286,5.952021809309053,-1.308332819650179,-1.5602476682433286,-5.952021809309053,-0.09729492914158298,-0.9186694891238053,-1.5227111671651294,-0.8462251951435059,0023-10-23 09:24:04,3.0,1320.0,-780.0,250.0,850.0,1000.0,11.0,20.0,54.5454545454545,85.0,62.0,2.0,B,-1.27542259635724
P027,T02,2.0,4.25,3.28,236.98,3.0,B,1.6582280766035324,1.4539530095937052,5.472186636527008,-1.6582280766035324,-1.4539530095937052,-5.472186636527008,-1.028271034900761,-0.3282039725106161,-0.6666782180990304,-0.6743844085034691,0023-10-27 11:40:17,10.0,1715.0,-395.0,200.0,660.0,1250.0,12.0,20.0,33.3333333333333,70.0,73.0,3.0,B,-1.09697101607274
P027,T03,2.0,6.55,3.08,148.74,4.0,B,2.0215475632609334,1.4060969884160703,5.0089004568025395,-2.0215475632609334,-1.4060969884160703,-5.0089004568025395,-1.9949653644550018,-0.06236436564148945,0.15983108590158546,-0.6324995480649687,0023-11-07 11:57:56,8.0,2295.0,-235.0,100.0,930.0,1500.0,13.0,20.0,23.0769230769231,90.0,88.0,4.0,B,-0.834940847553723
P027,T04,8.0,1.31,2.85,176.95,5.0,B,0.8372475245337022,1.3480731482996928,5.181502611956201,-0.8372475245337022,-1.3480731482996928,-5.181502611956201,1.1561349039653537,0.25995734991274105,-0.14809367716797642,0.4226661922367061,0023-11-10 15:06:39,9.0,2410.0,-170.0,150.0,930.0,1500.0,10.0,20.0,40.0,90.0,84.0,5.0,B,-0.782986590002539
P027,T05,2.0,2.88,3.1,124.31,6.0,B,1.355835153635182,1.410986973710262,4.830790667177194,-1.355835153635182,-1.410986973710262,-4.830790667177194,-0.2236857190393888,-0.08952817358487228,0.47758154922533674,0.05478921886702522,0023-11-24 11:44:20,5.0,2195.0,-205.0,400.0,750.0,1250.0,14.0,19.0,42.8571428571429,78.9473684210526,74.0,6.0,B,-0.880118462815622
P027,T06,3.0,3.8,2.91,143.66,7.0,B,1.5686159179138452,1.3635373739972745,4.974386161421135,-1.5686159179138452,-1.3635373739972745,-4.974386161421135,-0.7898374555146863,0.1740537670653271,0.22140509242757722,-0.13145953200726068,0023-11-27 11:27:19,4.0,2890.0,-150.0,700.0,840.0,1500.0,13.0,20.0,84.6153846153846,85.0,84.0,7.0,B,-0.566134036745424
P027,T07,3.0,2.78,3.11,101.35,8.0,B,1.3297240096314962,1.413423028508143,4.628398312107299,-1.3297240096314962,-1.413423028508143,-4.628398312107299,-0.15421106718747954,-0.10306042791451109,0.8386524635861987,0.19379365616140268,0023-11-29 17:17:15,3.0,3040.0,-300.0,200.0,890.0,2250.0,14.0,21.0,57.1428571428571,80.9523809523809,117.0,8.0,B,-0.498367613852575
P027,T08,3.0,2.11,3.05,123.11,9.0,B,1.1346227261911428,1.3987168811184478,4.82116826914143,-1.1346227261911428,-1.3987168811184478,-4.82116826914143,0.3649003796708371,-0.021367960709087135,0.4947480477124832,0.2794268222247444,0023-11-30 11:02:51,9.0,3025.0,-205.0,350.0,880.0,2000.0,15.0,21.0,40.0,80.9523809523809,117.0,9.0,B,-0.50514425614186
P027,T09,2.0,3.14,2.9,106.05,10.0,B,1.420695787837223,1.3609765531356006,4.6732960150356915,-1.420695787837223,-1.3609765531356006,-4.6732960150356915,-0.39626222428346186,0.1882790953391241,0.7585543065018632,0.18352372585250845,0023-12-04 17:03:30,5.0,3620.0,-100.0,500.0,970.0,2250.0,15.0,21.0,60.0,85.7142857142857,117.0,10.0,B,-0.23633744533356
P027,T10,1.0,2.22,2.81,118.27,11.0,B,1.169381359556317,1.3376291891386096,4.7813898305905775,-1.169381359556317,-1.3376291891386096,-4.7813898305905775,0.2724171107817853,0.31797341412405306,0.565713362456924,0.3853679624542541,0023-12-05 11:11:18,2.0,3465.0,-135.0,550.0,800.0,2250.0,15.0,18.0,66.6666666666667,88.8888888888889,113.0,11.0,B,-0.306362748989504
P028,E1,4.0,6.12,3.0,179.99,1.0,B,1.9629077254238845,1.3862943611198906,5.19844178112078,-1.9629077254238845,-1.3862943611198906,-5.19844178112078,-1.8389407062551808,0.04763898452947094,-0.17831340210104352,-0.6565383746089178,0023-10-12 10:40:14,6.0,1295.0,-255.0,100.0,700.0,750.0,6.0,20.0,33.3333333333333,75.0,42.0,1.0,B,-1.28671700017271
P028,E2,1.0,1.64,2.28,100.52,12.0,B,0.9707789171582247,1.1878434223960523,4.620255823406132,-0.9707789171582247,-1.1878434223960523,-4.620255823406132,0.8008441892965611,1.1500314993047998,0.8531787822284618,0.9346848236099409,0023-12-05 12:19:08,1.0,5870.0,-50.0,500.0,920.0,4500.0,9.0,21.0,88.8888888888889,85.7142857142857,207.0,12.0,B,0.780158898059169
P028,E3,1.0,1.07,2.1,106.75,13.0,B,0.7275486072772779,1.1314021114911006,4.6798137289838575,-0.7275486072772779,-1.1314021114911006,-4.6798137289838575,1.4480138842140038,1.4635622846255543,0.7469266097245114,1.2195009261880232,0024-01-10 16:50:38,5.0,5420.0,-600.0,950.0,820.0,4250.0,14.0,18.0,85.7142857142857,88.8888888888889,196.0,13.0,B,0.576859629380623
P028,T01,7.0,3.01,3.12,127.44,2.0,B,1.3887912413184778,1.415853163361435,4.855461869221313,-1.3887912413184778,-1.415853163361435,-4.855461869221313,-0.3113729041690317,-0.11655979702503858,0.4335677648243636,0.0018783545434311228,0023-10-24 15:45:10,9.0,2125.0,-385.0,850.0,910.0,750.0,16.0,22.0,81.25,81.8181818181818,55.0,2.0,B,-0.911742793498952
P028,T02,9.0,1.93,2.54,153.21,3.0,B,1.0750024230289759,1.264126727145683,5.038315309869565,-1.0750024230289759,-1.264126727145683,-5.038315309869565,0.5235337894100708,0.7262786831221434,0.10735455886560318,0.4523890104659391,0023-10-25 15:38:54,10.0,2835.0,-335.0,700.0,720.0,1750.0,9.0,21.0,100.0,76.1904761904762,83.0,3.0,B,-0.590981725139468
P028,T03,10.0,2.89,2.73,166.0,4.0,B,1.358409157630355,1.3164082336557241,5.117993812416755,-1.358409157630355,-1.3164082336557241,-5.117993812416755,-0.2305344435305417,0.43585555986319713,-0.03479305219254554,0.0568426880467033,0023-11-08 11:28:31,4.0,3550.0,0.0,900.0,1150.0,1500.0,12.0,22.0,83.3333333333333,100.0,75.0,4.0,B,-0.26796177601689
P028,T04,8.0,2.29,2.19,165.65,5.0,B,1.1908875647772805,1.1600209167967532,5.115895804753749,-1.1908875647772805,-1.1600209167967532,-5.115895804753749,0.2151949484678229,1.3045851744458572,-0.03105017591168897,0.4962433156673303,0023-11-09 14:29:05,6.0,3900.0,0.0,1100.0,1050.0,1750.0,16.0,20.0,87.5,100.0,97.0,5.0,B,-0.109840122600243
P028,T05,7.0,2.21,2.24,182.94,6.0,B,1.1662709371419244,1.1755733298042381,5.214609617474552,-1.1662709371419244,-1.1755733298042381,-5.214609617474552,0.28069309877839665,1.218191712180585,-0.20715705804583942,0.430575917637714,0023-11-15 14:24:43,4.0,4040.0,-100.0,1000.0,890.0,2250.0,18.0,21.0,72.2222222222222,85.7142857142857,107.0,6.0,B,-0.046591461233584
P028,T06,8.0,1.59,2.37,167.51,7.0,B,0.9516578757114463,1.2149127443642704,5.126995095212451,-0.9516578757114463,-1.2149127443642704,-5.126995095212451,0.8517200795820781,0.9996617499365018,-0.050851472029303554,0.6001767858297588,0023-11-16 11:55:57,5.0,4760.0,-100.0,700.0,1160.0,3000.0,13.0,23.0,76.9230769230769,95.6521739130435,143.0,7.0,B,0.278687368652089
P028,T07,11.0,1.84,2.04,247.84,8.0,B,1.0438040521731147,1.1118575154181303,5.516810119646819,-1.0438040521731147,-1.1118575154181303,-5.516810119646819,0.6065441681683414,1.572132274536928,-0.7462871630439741,0.47746309322043173,0023-11-23 17:43:26,7.0,4830.0,-100.0,1000.0,1180.0,2750.0,16.0,23.0,81.25,95.6521739130435,141.0,8.0,B,0.310311699335419
P028,T08,8.0,1.33,2.19,172.58,9.0,B,0.8458682675776092,1.1600209167967532,5.156638588216099,-0.8458682675776092,-1.1600209167967532,-5.156638588216099,1.1331974516041832,1.3045851744458572,-0.10373589604808905,0.7780155766673172,0023-11-24 17:00:43,9.0,5590.0,-450.0,900.0,890.0,4250.0,13.0,20.0,92.3076923076923,85.0,203.0,9.0,B,0.653661575325852
P028,T09,10.0,1.26,2.08,201.36,10.0,B,0.8153648132841944,1.1249295969854831,5.310048289423736,-0.8153648132841944,-1.1249295969854831,-5.310048289423736,1.2143588464100359,1.499517022802413,-0.3774210412589287,0.7788182759845067,0023-11-28 16:00:03,9.0,6155.0,-435.0,750.0,840.0,5000.0,13.0,20.0,84.6153846153846,85.0,243.0,10.0,B,0.908915101555582
P028,T10,2.0,1.15,2.15,133.12,11.0,B,0.7654678421395714,1.1474024528375417,4.898734921598028,-0.7654678421395714,-1.1474024528375417,-4.898734921598028,1.3471211144381277,1.3746805859669622,0.3563680080279655,1.026056569477685,0023-11-30 17:00:20,9.0,6330.0,-300.0,1100.0,1030.0,4500.0,14.0,20.0,100.0,95.0,233.0,11.0,B,0.987975928263905
P029,E1,5.0,5.99,3.4,172.33,1.0,A,1.944480556245719,1.4816045409242156,5.155197291953219,-1.944480556245719,-1.4816045409242156,-5.155197291953219,-1.7899110213402434,-0.4818078876991939,-0.10116460248651561,-0.790961170508651,0023-10-24 18:05:34,8.0,2355.0,-135.0,350.0,1140.0,1000.0,8.0,22.0,62.5,95.4545454545455,49.0,1.0,A,-0.807834278396584
P029,E2,1.0,1.62,2.52,56.42,12.0,A,0.9631743177730056,1.2584609896100056,4.050392674692918,-0.9631743177730056,-1.2584609896100056,-4.050392674692918,0.8210779597773477,0.7577517851904794,1.869822953869143,1.1495508996123234,0023-12-19 17:52:35,2.0,4470.0,-50.0,900.0,1120.0,2500.0,12.0,22.0,100.0,95.4545454545455,127.0,12.0,A,0.147672284392582
P029,E3,1.0,1.91,2.68,59.72,13.0,A,1.0681530811834012,1.3029127521808397,4.106273133087375,-1.0681530811834012,-1.3029127521808397,-4.106273133087375,0.5417580250111168,0.5108227928572663,1.7701314007943114,0.9409040728875647,0024-01-19 15:48:40,1.0,3910.0,-150.0,1200.0,1110.0,1750.0,15.0,22.0,100.0,95.4545454545455,93.0,13.0,A,-0.105322361074053
P029,T01,10.0,3.54,2.83,164.87,2.0,A,1.5129270120532565,1.3428648031925547,5.111204349017951,-1.5129270120532565,-1.3428648031925547,-5.111204349017951,-0.6416644246382144,0.2888896426869552,-0.02268055043041516,-0.1251517774605581,0023-11-14 18:02:26,8.0,2585.0,-85.0,600.0,1070.0,1000.0,10.0,21.0,90.0,95.2380952380952,50.0,2.0,A,-0.703925763294216
P029,T02,9.0,2.27,2.84,126.44,3.0,A,1.184789984909162,1.3454723665996355,4.847645665601793,-1.184789984909162,-1.3454723665996355,-4.847645665601793,0.23141894992930384,0.27440466015044973,0.4475119861204494,0.3177785320667343,0023-11-16 13:08:08,10.0,3670.0,-100.0,850.0,1170.0,1750.0,13.0,22.0,84.6153846153846,100.0,88.0,3.0,A,-0.213748637702611
P029,T03,5.0,1.65,2.7,85.56,4.0,A,0.9745596399981308,1.308332819650179,4.460837815098172,-0.9745596399981308,-1.308332819650179,-4.460837815098172,0.7907847141922165,0.4807143849746934,1.1375828349678265,0.8030273113782455,0023-11-20 12:41:45,7.0,3325.0,-135.0,950.0,1010.0,1500.0,11.0,19.0,100.0,100.0,78.0,4.0,A,-0.369611410356163
P029,T04,5.0,2.19,2.89,67.07,5.0,A,1.1600209167967532,1.358409157630355,4.22053658745986,-1.1600209167967532,-1.358409157630355,-4.22053658745986,0.2973227028848588,0.20254094567679978,1.5662837310833875,0.6887157932150153,0023-11-21 14:00:00,9.0,4360.0,-100.0,1300.0,1160.0,2000.0,17.0,22.0,88.2352941176471,95.4545454545455,98.0,5.0,A,0.0979769076044931
P029,T05,3.0,1.46,2.94,90.37,6.0,A,0.9001613499442714,1.3711807233098425,4.514917197010529,-0.9001613499442714,-1.3711807233098425,-4.514917197010529,0.98873832737514,0.13159505598957025,1.04110442861487,0.7204792706598601,0023-11-27 13:31:10,5.0,3990.0,-50.0,1050.0,1240.0,1750.0,18.0,24.0,77.7777777777778,95.8333333333333,96.0,6.0,A,-0.0691802688645336
P029,T06,7.0,1.36,2.76,79.62,7.0,A,0.8586616190375188,1.324418957401803,4.38974675768902,-0.8586616190375188,-1.324418957401803,-4.38974675768902,1.0991578232152137,0.3913560883444484,1.2644103186083944,0.9183080767226856,0023-11-29 13:46:09,7.0,4180.0,0.0,950.0,1230.0,2000.0,14.0,24.0,92.8571428571429,95.8333333333333,106.0,7.0,A,0.0166572001330747
P029,T07,3.0,1.37,2.94,72.96,8.0,A,0.8628899551470398,1.3711807233098425,4.303524406518924,-0.8628899551470398,-1.3711807233098425,-4.303524406518924,1.0879073709531313,0.13159505598957025,1.4182322510849372,0.8792448926758795,0023-12-04 13:55:33,9.0,4060.0,-50.0,950.0,1160.0,2000.0,14.0,23.0,92.8571428571429,91.304347826087,102.0,8.0,A,-0.0375559381812042
P029,T08,8.0,1.63,2.58,97.71,9.0,A,0.9669838461896731,1.275362800412609,4.5921862584297966,-0.9669838461896731,-1.275362800412609,-4.5921862584297966,0.8109418408684796,0.6638624348313593,0.903255295682821,0.7926865237942199,0023-12-06 13:58:56,7.0,4600.0,-50.0,750.0,1150.0,2750.0,11.0,23.0,90.9090909090909,91.304347826087,135.0,9.0,A,0.206403184233051
P029,T09,6.0,1.79,2.7,71.51,10.0,A,1.0260415958332743,1.308332819650179,4.2837244833835015,-1.0260415958332743,-1.308332819650179,-4.2837244833835015,0.6538052330252069,0.4807143849746934,1.4535556028405545,0.8626917402801516,0023-12-11 14:01:22,9.0,4820.0,-50.0,900.0,1220.0,2750.0,12.0,23.0,91.6666666666667,100.0,134.0,10.0,A,0.305793937809229
P029,T10,2.0,1.79,3.05,62.61,11.0,A,1.0260415958332743,1.3987168811184478,4.152770690690713,-1.0260415958332743,-1.3987168811184478,-4.152770690690713,0.6538052330252069,-0.021367960709087135,1.6871790796279007,0.7732054506480068,0023-12-14 14:06:01,10.0,4715.0,-85.0,1350.0,950.0,2500.0,16.0,21.0,100.0,90.4761904761905,131.0,11.0,A,0.258357441784235
P030,E1,4.0,3.59,3.18,472.68,1.0,A,1.5238800240724537,1.430311246536665,6.1605319882235205,-1.5238800240724537,-1.430311246536665,-6.1605319882235205,-0.6708074103555802,-0.19687427058140883,-1.894696368524113,-0.9207926831537007,0023-10-26 11:23:28,6.0,1395.0,-325.0,400.0,820.0,500.0,13.0,19.0,46.1538461538462,84.2105263157895,28.0,1.0,A,-1.24153938491081
P030,E2,3.0,1.22,2.44,113.98,12.0,A,0.797507195884188,1.235471471385307,4.744758200195145,-0.797507195884188,-1.235471471385307,-4.744758200195145,1.2618731089637913,0.8854582751278559,0.6310647255399825,0.9261320365438767,0023-12-21 10:40:32,5.0,5250.0,0.0,1200.0,1050.0,3000.0,16.0,20.0,87.5,100.0,163.0,12.0,A,0.500057683435395
P030,E3,5.0,1.14,2.38,129.26,13.0,A,0.7608058290337599,1.2178757094949273,4.869532453118255,-0.7608058290337599,-1.2178757094949273,-4.869532453118255,1.359525463225357,0.9832025152128917,0.4084656378615849,0.9170645387666112,0024-01-22 16:35:22,3.0,4450.0,0.0,1050.0,1150.0,2250.0,13.0,21.0,92.3076923076923,100.0,111.0,13.0,A,0.138636761340202
P030,T01,6.0,2.79,2.88,268.71,2.0,A,1.332366019094335,1.355835153635182,5.597347307693379,-1.332366019094335,-1.355835153635182,-5.597347307693379,-0.1612407357303156,0.2168395060944411,-0.8899666815612703,-0.27812263706571494,0023-11-10 12:05:49,8.0,1855.0,-205.0,550.0,1010.0,500.0,13.0,20.0,53.8461538461538,95.0,26.0,2.0,A,-1.03372235470608
P030,T02,7.0,1.48,3.1,229.84,3.0,A,0.9082585601768908,1.410986973710262,5.441724829842766,-0.9082585601768908,-1.410986973710262,-5.441724829842766,0.9671938534216611,-0.08952817358487228,-0.612333910534821,0.08844392310065592,0023-11-16 15:56:02,8.0,1995.0,-135.0,500.0,880.0,750.0,13.0,19.0,46.1538461538462,89.4736842105263,38.0,3.0,A,-0.97047369333942
P030,T03,1.0,1.53,2.84,170.4,4.0,A,0.928219302739429,1.3454723665996355,5.1440000061636795,-0.928219302739429,-1.3454723665996355,-5.1440000061636795,0.9140837468693717,0.27440466015044973,-0.0811884812689293,0.3690999752502974,0023-11-23 16:04:54,8.0,2530.0,-100.0,650.0,980.0,1000.0,16.0,20.0,50.0,90.0,51.0,4.0,A,-0.72877345168826
P030,T04,3.0,1.55,2.83,177.61,5.0,A,0.9360933591703348,1.3428648031925547,5.185204657916392,-0.9360933591703348,-1.3428648031925547,-5.185204657916392,0.8931330244834722,0.2888896426869552,-0.15469818117402162,0.3424414953321353,0023-11-28 17:43:58,4.0,3110.0,0.0,900.0,960.0,1250.0,12.0,19.0,83.3333333333333,94.7368421052632,76.0,5.0,A,-0.466743283169246
P030,T05,4.0,1.85,2.97,114.3,6.0,A,1.0473189942805592,1.3787660946990992,4.747537427275013,-1.0473189942805592,-1.3787660946990992,-4.747537427275013,0.5971918632995906,0.08945841156208291,0.6261065438804139,0.4375856062473624,0023-11-29 11:06:36,9.0,3820.0,-100.0,1000.0,920.0,2000.0,13.0,19.0,84.6153846153846,89.4736842105263,100.0,6.0,A,-0.145982214809762
P030,T06,9.0,1.3,2.86,149.61,7.0,A,0.8329091229351039,1.3506671834767394,5.014693714223758,-0.8329091229351039,-1.3506671834767394,-5.014693714223758,1.1676782105555912,0.24554751652707232,0.1494958301381711,0.5209071857402782,0023-12-04 15:42:20,6.0,4110.0,-100.0,1200.0,1010.0,2000.0,16.0,19.0,81.25,100.0,98.0,7.0,A,-0.0149671305502547
P030,T07,7.0,1.42,2.87,82.37,8.0,A,0.883767540168595,1.3532545070416904,4.423288532422522,-0.883767540168595,-1.3532545070416904,-4.423288532422522,1.0323577960024344,0.23117496606374147,1.2045713031073917,0.8227013550578558,0023-12-07 11:05:28,9.0,4330.0,-50.0,900.0,980.0,2500.0,12.0,19.0,91.6666666666667,94.7368421052632,127.0,8.0,A,0.0844236230259233
P030,T08,5.0,1.19,3.03,133.42,9.0,A,0.7839015438284094,1.3937663759585914,4.90096922654182,-0.7839015438284094,-1.3937663759585914,-4.90096922654182,1.2980740482891613,0.00613203434095788,0.3523819754096028,0.552196019346574,0023-12-12 10:33:00,4.0,4560.0,0.0,1250.0,1060.0,2250.0,15.0,20.0,93.3333333333333,100.0,112.0,9.0,A,0.188332138128291
P030,T09,1.0,1.74,2.75,95.07,10.0,A,1.007957920399979,1.3217558399823195,4.565077092421647,-1.007957920399979,-1.3217558399823195,-4.565077092421647,0.7019209745168004,0.4061496727340485,0.9516184433656605,0.6865630302055031,0023-12-14 10:40:33,5.0,4260.0,0.0,1300.0,960.0,2000.0,15.0,18.0,93.3333333333333,100.0,101.0,10.0,A,0.052799292342594
P030,T10,5.0,1.39,2.51,125.72,11.0,A,0.8712933659434192,1.2556160374777743,4.841979928066116,-0.8712933659434192,-1.2556160374777743,-4.841979928066116,1.0655481805873388,0.7735554591646817,0.4576197445475364,0.7655744614331855,0023-12-20 17:30:08,5.0,4540.0,0.0,850.0,940.0,2750.0,11.0,19.0,90.9090909090909,94.7368421052632,151.0,11.0,A,0.179296615075911
P031,E1,5.0,3.81,3.37,146.01,1.0,B,1.57069708411767,1.4747630091074988,4.990500611675875,-1.57069708411767,-1.4747630091074988,-4.990500611675875,-0.7953748726970308,-0.44380326291462063,0.19265667806235937,-0.348840485849764,0023-11-08 17:44:46,0.0,3460.0,-150.0,950.0,1160.0,1500.0,11.0,23.0,100.0,91.304347826087,75.0,1.0,B,-0.308621629752599
P031,E2,3.0,1.39,1.91,64.78,12.0,B,0.8712933659434192,1.0681530811834012,4.186315840760911,-0.8712933659434192,-1.0681530811834012,-4.186315840760911,1.0655481805873388,1.8149098671886907,1.627334042476987,1.502597363417672,0023-12-20 16:01:36,3.0,8090.0,-100.0,900.0,1040.0,6250.0,14.0,21.0,92.8571428571429,90.4761904761905,306.0,12.0,B,1.78310195687333
P031,E3,2.0,1.09,1.96,73.69,13.0,B,0.7371640659767196,1.085189268335969,4.313346214368975,-0.7371640659767196,-1.085189268335969,-4.313346214368975,1.422429764060332,1.7202740578643667,1.4007100025797008,1.5144712748348,0024-01-22 18:12:03,5.0,8590.0,-100.0,900.0,1040.0,6750.0,15.0,20.0,86.6666666666667,95.0,329.0,13.0,B,2.00899003318282
P031,T01,8.0,2.06,2.81,128.09,2.0,B,1.1184149159642893,1.3376291891386096,4.860509835518618,-1.1184149159642893,-1.3376291891386096,-4.860509835518618,0.40802495409137984,0.31797341412405306,0.4245621192998502,0.3835201625050944,0023-11-23 12:10:54,9.0,5270.0,-50.0,1200.0,1120.0,3000.0,16.0,21.0,87.5,100.0,152.0,2.0,B,0.509093206487775
P031,T02,10.0,1.41,2.39,145.51,3.0,B,0.8796267475025636,1.220829921392359,4.987093685513222,-0.8796267475025636,-1.220829921392359,-4.987093685513222,1.043375318973579,0.9667919045917903,0.19873468404378258,0.7363006358697173,0023-11-24 12:55:33,4.0,5840.0,-150.0,950.0,1040.0,4000.0,14.0,20.0,85.7142857142857,95.0,187.0,3.0,B,0.7666056134806
P031,T03,9.0,1.56,2.01,146.69,4.0,B,0.9400072584914712,1.1019400787607843,4.9951154824382185,-0.9400072584914712,-1.1019400787607843,-4.9951154824382185,0.8827192029871413,1.627223512739791,0.18442368129110762,0.8981221323393468,0023-11-30 18:23:16,9.0,6560.0,-150.0,950.0,1010.0,4750.0,14.0,21.0,100.0,90.4761904761905,239.0,4.0,B,1.09188444336627
P031,T04,10.0,1.6,2.34,76.78,5.0,B,0.9555114450274363,1.205970806988609,4.3538843287276014,-0.9555114450274363,-1.205970806988609,-4.3538843287276014,0.8414667798194244,1.0493341016719424,1.3283894151104778,1.073063432200615,0023-12-01 12:06:54,10.0,7400.0,-150.0,900.0,1150.0,5500.0,14.0,22.0,92.8571428571429,95.4545454545455,272.0,5.0,B,1.47137641156623
P031,T05,7.0,1.79,2.24,81.85,6.0,B,1.0260415958332743,1.1755733298042381,4.417031743872572,-1.0260415958332743,-1.1755733298042381,-4.417031743872572,0.6538052330252069,1.218191712180585,1.2157335051674099,1.0292434834577338,0023-12-05 13:36:39,9.0,8470.0,-100.0,1100.0,970.0,6500.0,16.0,20.0,100.0,90.0,323.0,6.0,B,1.95477689486855
P031,T06,9.0,1.28,1.88,112.06,7.0,B,0.8241754429663495,1.0577902941478545,4.727918651247145,-0.8241754429663495,-1.0577902941478545,-4.727918651247145,1.1909161573544582,1.8724750212447006,0.6611067265532078,1.2414993017174556,0023-12-07 13:21:42,10.0,8080.0,-150.0,650.0,1080.0,6500.0,11.0,22.0,90.9090909090909,90.9090909090909,316.0,7.0,B,1.77858419534714
P031,T07,2.0,1.15,2.0,85.01,8.0,B,0.7654678421395714,1.0986122886681098,4.454463568563388,-0.7654678421395714,-1.0986122886681098,-4.454463568563388,1.3471211144381277,1.6457093456237204,1.1489545837865067,1.3805950146161183,0023-12-08 18:40:03,10.0,8150.0,-50.0,800.0,1150.0,6250.0,15.0,22.0,80.0,95.4545454545455,312.0,8.0,B,1.81020852603047
P031,T08,9.0,1.01,1.9,111.28,9.0,B,0.6981347220709843,1.0647107369924282,4.720995751493682,-0.6981347220709843,-1.0647107369924282,-4.720995751493682,1.5262762320464394,1.8340320466745221,0.673457280718894,1.3445885198132854,0023-12-13 16:46:22,2.0,8540.0,0.0,950.0,1090.0,6500.0,13.0,20.0,100.0,100.0,309.0,9.0,B,1.98640122555188
P031,T09,9.0,1.51,1.88,67.99,10.0,B,0.9202827531436925,1.0577902941478545,4.233961566558017,-0.9202827531436925,-1.0577902941478545,-4.233961566558017,0.93520074656848,1.8724750212447006,1.542333372501054,1.4500030467714116,0023-12-14 18:25:21,10.0,8100.0,0.0,750.0,1100.0,6250.0,13.0,21.0,100.0,95.2380952380952,336.0,10.0,B,1.78761971839952
P031,T10,5.0,1.13,1.84,97.46,11.0,B,0.7561219797213337,1.0438040521731147,4.589650374330055,-0.7561219797213337,-1.0438040521731147,-4.589650374330055,1.3719879122188476,1.95016842275713,0.9077793499154562,1.4099785616304779,0023-12-19 17:15:05,7.0,8480.0,-300.0,800.0,980.0,7000.0,14.0,20.0,92.8571428571429,90.0,349.0,11.0,B,1.95929465639474
