Participant,Session,Session_Game_MATB,SYSMON,TRACK,RESMAN,session_factor_MATB,Group_MATB,SYSMON_log,TRACK_log,RESMAN_log,SYSMON_log_inv,TRACK_log_inv,RESMAN_log_inv,SYSMON_z,TRACK_z,RESMAN_z,MATB_z_mean,Date,Session_Game_SF,TotalScore,Flight,Bonus,Mine,Fortress,NumberofBonus,NumberofMine,Bonus_Prct,Mine_Prct,FortressShot,session_factor_SF,Group_SF,SF_zscore
P012,T05,3.0,1.73,2.43,203.13,6.0,B,1.0043016091968684,1.2325602611778486,5.3187570457854925,-1.0043016091968684,-1.2325602611778486,-5.3187570457854925,0.7116494240961247,0.9016300118920025,-0.3929575896695619,0.40677394877285517,0023-05-11 16:00:00,4.0,8210.0,-450.0,500.0,910.0,7250.0,17.0,19.0,64.7058823529412,89.4736842105263,435.0,6.0,B,1.83731509518761
P012,T06,10.0,2.32,2.75,106.17,7.0,B,1.199964782928397,1.3217558399823195,4.674416358724906,-1.199964782928397,-1.3217558399823195,-4.674416358724906,0.1910429400095328,0.4061496727340485,0.7565555970144258,0.45124940325266905,0023-05-15 11:40:10,7.0,8710.0,-400.0,450.0,910.0,7750.0,15.0,21.0,66.6666666666667,80.9523809523809,382.0,7.0,B,2.0632031714971
P012,T07,4.0,1.67,2.39,154.51,8.0,B,0.9820784724121582,1.220829921392359,5.046710038233246,-0.9820784724121582,-1.220829921392359,-5.046710038233246,0.7707791462927913,0.9667919045917903,0.0923782409852247,0.6099830972899355,0023-05-17 10:28:39,3.0,9050.0,-100.0,450.0,950.0,7750.0,12.0,21.0,75.0,85.7142857142857,391.0,8.0,B,2.21680706338756
P012,T08,2.0,1.71,2.24,128.81,9.0,B,0.9969486348916096,1.1755733298042381,4.866071842904903,-0.9969486348916096,-1.1755733298042381,-4.866071842904903,0.7312136886822257,1.218191712180585,0.4146394169727086,0.7880149392785064,0023-05-22 16:38:45,9.0,9430.0,-150.0,1000.0,580.0,8000.0,19.0,18.0,89.4736842105263,72.2222222222222,452.0,9.0,B,2.38848200138278
P012,T09,9.0,1.66,2.25,234.11,10.0,B,0.9783261227936078,1.1786549963416462,5.460053489732883,-0.9783261227936078,-1.1786549963416462,-5.460053489732883,0.7807631279727452,1.2010730926078161,-0.645032507194998,0.44560123779518773,0023-05-25 12:16:41,5.0,9710.0,-400.0,650.0,960.0,8500.0,15.0,19.0,80.0,94.7368421052632,470.0,10.0,B,2.51497932411609
P012,T10,9.0,1.55,2.31,177.66,11.0,B,0.9360933591703348,1.1969481893889715,5.185484558273693,-0.9360933591703348,-1.1969481893889715,-5.185484558273693,0.8931330244834722,1.09945463105559,-0.15519752749520838,0.6124633760146179,0023-05-30 12:23:32,9.0,10050.0,-300.0,800.0,1050.0,8500.0,15.0,21.0,100.0,95.2380952380952,453.0,11.0,B,2.66858321600655
P013,E1,3.0,2.13,2.76,137.5,1.0,B,1.1410330045520618,1.324418957401803,4.930870325627393,-1.1410330045520618,-1.324418957401803,-4.930870325627393,0.3478443725753299,0.3913560883444484,0.2990379783821746,0.3460794797673176,0023-04-21 19:01:01,0.0,2255.0,-255.0,600.0,910.0,1000.0,9.0,19.0,77.7777777777778,89.4736842105263,65.0,1.0,B,-0.853011893658483
P013,E2,5.0,1.12,2.2,178.51,12.0,B,0.7514160886839212,1.1631508098056809,5.190230916682979,-0.7514160886839212,-1.1631508098056809,-5.190230916682979,1.3845090082470837,1.287198657419143,-0.16366510014701866,0.8360141885064026,0023-06-06 15:39:33,5.0,7475.0,-85.0,600.0,960.0,6000.0,11.0,20.0,90.9090909090909,95.0,321.0,12.0,B,1.50525962301265
P013,E3,1.0,1.39,1.85,197.39,13.0,B,0.8712933659434192,1.0473189942805592,5.29023479035468,-0.8712933659434192,-1.0473189942805592,-5.29023479035468,1.0655481805873388,1.9306429627415056,-0.34207346983963605,0.8847058911630694,0023-06-28 19:26:49,3.0,8070.0,-50.0,500.0,870.0,6750.0,14.0,20.0,64.2857142857143,85.0,362.0,13.0,B,1.77406643382095
P013,T01,10.0,3.1,2.63,140.91,2.0,B,1.410986973710262,1.2892326482767593,4.955193053846446,-1.410986973710262,-1.2892326482767593,-4.955193053846446,-0.37042971073023345,0.5868156011663933,0.2556458763693726,0.15734392226851082,0023-05-09 16:17:02,10.0,3725.0,-85.0,850.0,960.0,2000.0,14.0,20.0,71.4285714285714,95.0,108.0,2.0,B,-0.188900949308566
P013,T02,8.0,1.8,2.15,123.44,3.0,B,1.0296194171811581,1.1474024528375417,4.8238236720294365,-1.0296194171811581,-1.1474024528375417,-4.8238236720294365,0.644285623601067,1.3746805859669622,0.4900107702177981,0.8363256599286092,0023-05-11 17:51:32,10.0,4885.0,-135.0,500.0,1020.0,3500.0,11.0,21.0,63.6363636363636,90.4761904761905,178.0,3.0,B,0.335159387729463
P013,T03,10.0,1.62,2.22,119.3,4.0,B,0.9631743177730056,1.169381359556317,4.789988622980633,-0.9631743177730056,-1.169381359556317,-4.789988622980633,0.8210779597773477,1.2525880304692012,0.5503729913761859,0.8746796605409116,0023-05-16 16:01:51,4.0,5520.0,-100.0,1300.0,1070.0,3250.0,17.0,21.0,94.1176470588235,95.2380952380952,163.0,4.0,B,0.622037244642523
P013,T04,1.0,1.7,2.02,154.42,5.0,B,0.9932517730102834,1.1052568313867783,5.046131129781096,-0.9932517730102834,-1.1052568313867783,-5.046131129781096,0.7410500325863254,1.6087989928470157,0.09341102211016795,0.8144200158478364,0023-05-17 16:02:16,9.0,6290.0,-120.0,650.0,1010.0,4750.0,12.0,21.0,75.0,90.4761904761905,250.0,5.0,B,0.969904882159145
P013,T05,8.0,2.0,2.15,98.36,6.0,B,1.0986122886681098,1.1474024528375417,4.598749618185169,-1.0986122886681098,-1.1474024528375417,-4.598749618185169,0.46071435892791185,1.3746805859669622,0.8915461661194388,0.9089803703381043,0023-05-24 15:30:45,3.0,6690.0,-120.0,1050.0,1010.0,4750.0,17.0,21.0,82.3529411764706,90.4761904761905,239.0,6.0,B,1.15061534320674
P013,T06,1.0,2.0,1.94,107.56,7.0,B,1.0986122886681098,1.0784095813505903,4.687303015526614,-1.0986122886681098,-1.0784095813505903,-4.687303015526614,0.46071435892791185,1.7579351353743184,0.7335656132631103,0.9840717025217801,0023-05-25 18:21:21,10.0,8300.0,-100.0,650.0,1000.0,6750.0,13.0,20.0,84.6153846153846,95.0,355.0,7.0,B,1.87797494892332
P013,T07,1.0,1.67,1.94,114.76,8.0,B,0.9820784724121582,1.0784095813505903,4.751519082323228,-0.9820784724121582,-1.0784095813505903,-4.751519082323228,0.7707791462927913,1.7579351353743184,0.6190032131818204,1.0492391649496435,0023-05-30 16:09:17,10.0,8605.0,-155.0,750.0,1010.0,7000.0,15.0,19.0,80.0,100.0,356.0,8.0,B,2.01576667547211
P013,T08,3.0,1.94,2.01,120.66,9.0,B,1.0784095813505903,1.1019400787607843,4.801230268892559,-1.0784095813505903,-1.1019400787607843,-4.801230268892559,0.5144682678777671,1.627223512739791,0.530317731053046,0.8906698372235345,0023-06-01 15:25:19,3.0,8625.0,-85.0,550.0,910.0,7250.0,13.0,21.0,76.9230769230769,85.7142857142857,376.0,9.0,B,2.02480219852449
P013,T09,3.0,1.16,1.78,176.08,10.0,B,0.7701082216960737,1.0224509277025458,5.17660160786394,-0.7701082216960737,-1.0224509277025458,-5.17660160786394,1.3347743266411929,2.068784765591257,-0.1393502143614495,1.0880696259570002,0023-06-02 17:41:24,9.0,9125.0,-35.0,1000.0,910.0,7250.0,16.0,20.0,93.75,90.0,405.0,10.0,B,2.25069027483398
P013,T10,3.0,1.44,1.88,141.37,11.0,B,0.8919980393051105,1.0577902941478545,4.958429302625654,-0.8919980393051105,-1.0577902941478545,-4.958429302625654,1.0104586765308352,1.8724750212447006,0.24987236133020835,1.0442686863685813,0023-06-05 17:29:58,9.0,8780.0,0.0,750.0,1030.0,7000.0,15.0,20.0,86.6666666666667,95.0,383.0,11.0,B,2.09482750218043
P014,E1,4.0,7.38,4.03,143.58,1.0,B,2.1258479144939915,1.6154199841116479,4.973832987572151,-2.1258479144939915,-1.6154199841116479,-4.973832987572151,-2.2724802289483264,-1.2251510226815465,0.22239196264500335,-1.091746429661623,0023-05-05 10:01:10,4.0,1910.0,-100.0,650.0,860.0,500.0,12.0,20.0,66.6666666666667,85.0,34.0,1.0,B,-1.00887466631203
P014,E2,4.0,1.59,2.89,175.06,12.0,B,0.9516578757114463,1.358409157630355,5.17082484603276,-0.9516578757114463,-1.358409157630355,-5.17082484603276,0.8517200795820781,0.20254094567679978,-0.1290443869713344,0.30840554609584775,0023-06-27 18:37:46,3.0,7210.0,-350.0,1200.0,860.0,5500.0,18.0,21.0,88.8888888888889,76.1904761904762,269.0,12.0,B,1.38553894256862
P014,E3,2.0,1.83,2.64,142.0,13.0,B,1.0402767116551463,1.2919836816486494,4.962844630259907,-1.0402767116551463,-1.2919836816486494,-4.962844630259907,0.6159294618350758,0.571533644746479,0.24199535241081557,0.47648615299745684,0023-07-27 13:03:54,4.0,6750.0,-150.0,600.0,1050.0,5250.0,13.0,20.0,76.9230769230769,100.0,254.0,13.0,B,1.17772191236388
P014,T01,4.0,2.31,3.74,167.34,2.0,B,1.1969481893889715,1.556037135706985,5.12598574378343,-1.1969481893889715,-1.556037135706985,-5.12598574378343,0.1990692748917089,-0.8952800328625661,-0.04905077435343469,-0.248420510774764,0023-05-22 13:42:01,5.0,2575.0,-85.0,500.0,1160.0,1000.0,13.0,22.0,53.8461538461538,95.4545454545455,55.0,2.0,B,-0.708443524820406
P014,T02,5.0,1.51,3.31,132.88,3.0,B,0.9202827531436925,1.4609379041156565,4.8969438763431254,-0.9202827531436925,-1.4609379041156565,-4.8969438763431254,0.93520074656848,-0.3670049753529843,0.35956325889416596,0.30925301003655387,0023-05-25 14:18:55,10.0,2895.0,-35.0,600.0,1080.0,1250.0,13.0,20.0,61.5384615384615,100.0,79.0,3.0,B,-0.563875155982329
P014,T03,3.0,1.73,3.63,129.88,4.0,B,1.0043016091968684,1.5325568680981427,4.8742808728544365,-1.0043016091968684,-1.5325568680981427,-4.8742808728544365,0.7116494240961247,-0.7648474361544703,0.3999943877725191,0.11559879190472454,0023-05-30 13:30:32,4.0,3120.0,0.0,600.0,1020.0,1500.0,13.0,20.0,76.9230769230769,95.0,80.0,4.0,B,-0.462225521643056
P014,T04,3.0,1.42,2.77,154.58,5.0,B,0.883767540168595,1.3270750014599193,5.047160068778628,-0.883767540168595,-1.3270750014599193,-5.047160068778628,1.0323577960024344,0.37660179638992447,0.0915753799262914,0.5001783241062168,0023-06-02 13:40:10,5.0,3730.0,-150.0,600.0,780.0,2500.0,12.0,18.0,75.0,88.8888888888889,120.0,5.0,B,-0.186642068545471
P014,T05,1.0,1.29,2.78,177.81,6.0,B,0.8285518175661483,1.3297240096314962,5.186323789587112,-0.8285518175661483,-1.3297240096314962,-5.186323789587112,1.1792718149368437,0.36188658869827023,-0.15669472840278148,0.4614878917441108,0023-06-05 12:43:54,4.0,4490.0,-50.0,750.0,1040.0,2750.0,14.0,21.0,71.4285714285714,95.2380952380952,136.0,6.0,B,0.156707807444962
P014,T06,3.0,1.57,3.11,107.96,7.0,B,0.9439058989071285,1.413423028508143,4.690980842401202,-0.9439058989071285,-1.413423028508143,-4.690980842401202,0.8723459812878032,-0.10306042791451109,0.7270043164591383,0.4987632899441435,0023-06-07 12:40:56,6.0,5430.0,-50.0,650.0,1080.0,3750.0,10.0,21.0,90.0,95.2380952380952,169.0,7.0,B,0.581377390906813
P014,T07,2.0,1.4,2.94,157.85,8.0,B,0.8754687373538999,1.3711807233098425,5.067960360715525,-0.8754687373538999,-1.3711807233098425,-5.067960360715525,1.05443865298278,0.13159505598957025,0.054467355633404,0.4135003548685848,0023-06-12 12:13:59,2.0,6050.0,-50.0,800.0,1050.0,4250.0,14.0,20.0,78.5714285714286,95.0,206.0,8.0,B,0.861478605530588
P014,T08,8.0,1.12,3.0,185.15,9.0,B,0.7514160886839212,1.3862943611198906,5.226552800318726,-0.7514160886839212,-1.3862943611198906,-5.226552800318726,1.3845090082470837,0.04763898452947094,-0.2284638704915746,0.40122804076165997,0023-06-14 18:52:59,8.0,6560.0,-100.0,900.0,1010.0,4750.0,14.0,21.0,92.8571428571429,90.4761904761905,252.0,9.0,B,1.09188444336627
P014,T09,4.0,1.68,2.72,111.54,10.0,B,0.9858167945227652,1.3137236682850553,4.723308714005133,-0.9858167945227652,-1.3137236682850553,-4.723308714005133,0.7608324879959334,0.4507682873568611,0.6693309218522089,0.6269772324016678,0023-06-20 17:41:41,6.0,7170.0,-100.0,1050.0,970.0,5250.0,16.0,21.0,87.5,85.7142857142857,248.0,10.0,B,1.36746789646386
P014,T10,4.0,1.41,2.72,123.68,11.0,B,0.8796267475025636,1.3137236682850553,4.825750454899136,-0.8796267475025636,-1.3137236682850553,-4.825750454899136,1.043375318973579,0.4507682873568611,0.4865733614663801,0.6602389892656068,0023-06-21 17:53:43,7.0,7100.0,-50.0,550.0,1100.0,5500.0,10.0,21.0,90.0,95.2380952380952,278.0,11.0,B,1.33584356578053
P015,E1,3.0,5.88,3.15,116.36,1.0,A,1.9286186519452522,1.423108334242607,4.765246133834726,-1.9286186519452522,-1.423108334242607,-4.765246133834726,-1.7477068085019365,-0.1568621817063718,0.5945139530068331,-0.43668501240049173,0023-05-05 17:29:22,0.0,2350.0,-150.0,400.0,850.0,1250.0,9.0,21.0,77.7777777777778,80.9523809523809,84.0,1.0,A,-0.810093159159679
P015,E2,5.0,1.63,2.04,27.94,12.0,A,0.9669838461896731,1.1118575154181303,3.365224721203338,-0.9669838461896731,-1.1118575154181303,-3.365224721203338,0.8109418408684796,1.572132274536928,3.092172579534634,1.8250822316466806,0023-06-20 17:38:03,1.0,10970.0,-200.0,1500.0,920.0,8750.0,21.0,21.0,100.0,80.9523809523809,425.0,12.0,A,3.08421727641602
P015,E3,4.0,1.84,2.28,44.71,13.0,A,1.0438040521731147,1.1878434223960523,3.822317092343653,-1.0438040521731147,-1.1878434223960523,-3.822317092343653,0.6065441681683414,1.1500314993047998,2.276713120416173,1.3444295959631047,0023-07-20 14:44:32,5.0,9440.0,-100.0,650.0,890.0,8000.0,12.0,20.0,100.0,90.0,439.0,13.0,A,2.39299976290897
P015,T01,8.0,2.02,2.84,74.67,2.0,A,1.1052568313867783,1.3454723665996355,4.326381780706431,-1.1052568313867783,-1.3454723665996355,-4.326381780706431,0.4430350380973319,0.27440466015044973,1.3774543620440132,0.6982980200972649,0023-05-15 13:30:37,9.0,5200.0,-450.0,600.0,1050.0,4000.0,18.0,22.0,55.5555555555556,90.9090909090909,259.0,2.0,A,0.477468875804445
P015,T02,5.0,2.57,2.56,121.97,3.0,A,1.2725655957915476,1.269760544863939,4.811940423184356,-1.2725655957915476,-1.269760544863939,-4.811940423184356,-0.0021280752903330836,0.6949828952455401,0.5112106595347101,0.40135515982997233,0023-05-16 11:38:03,5.0,6050.0,-100.0,900.0,1000.0,4250.0,15.0,21.0,93.3333333333333,90.4761904761905,268.0,3.0,A,0.861478605530588
P015,T03,7.0,1.96,2.46,82.71,4.0,A,1.085189268335969,1.2412685890696329,4.427358444671965,-1.085189268335969,-1.2412685890696329,-4.427358444671965,0.4964293649132851,0.8532553579556384,1.197310520274131,0.8489984143810182,0023-05-23 17:11:33,9.0,7060.0,-300.0,600.0,1010.0,5750.0,12.0,19.0,83.3333333333333,100.0,352.0,4.0,A,1.31777251967577
P015,T04,1.0,1.86,2.49,77.72,5.0,A,1.0508216248317612,1.2499017362143359,4.365897252743998,-1.0508216248317612,-1.2499017362143359,-4.365897252743998,0.5878723161332056,0.8052983321412206,1.3069581833959705,0.9000429438901323,0023-05-26 18:05:57,7.0,7810.0,-100.0,550.0,1110.0,6250.0,12.0,21.0,75.0,100.0,322.0,5.0,A,1.65660463414001
P015,T05,7.0,1.73,2.24,61.78,6.0,A,1.0043016091968684,1.1755733298042381,4.139636551413807,-1.0043016091968684,-1.1755733298042381,-4.139636551413807,0.7116494240961247,1.218191712180585,1.7106105757257521,1.2134839040008207,0023-06-01 18:21:03,8.0,9400.0,-150.0,750.0,1050.0,7750.0,12.0,21.0,100.0,95.2380952380952,368.0,6.0,A,2.37492871680421
P015,T06,2.0,2.23,2.27,45.74,7.0,A,1.172482137234565,1.184789984909162,3.844600329110712,-1.172482137234565,-1.184789984909162,-3.844600329110712,0.264166784804645,1.166993306850424,2.2369595009100265,1.2227065308550318,0023-06-02 15:45:35,6.0,9660.0,-150.0,1000.0,1060.0,7750.0,16.0,22.0,93.75,90.9090909090909,364.0,7.0,A,2.49239051648514
P015,T07,2.0,1.91,2.22,46.45,8.0,A,1.0681530811834012,1.169381359556317,3.859676525055937,-1.0681530811834012,-1.169381359556317,-3.859676525055937,0.5417580250111168,1.2525880304692012,2.210063347381174,1.3348031342871642,0023-06-06 16:10:16,4.0,10510.0,-200.0,1200.0,1010.0,8500.0,18.0,20.0,100.0,95.0,445.0,8.0,A,2.87640024621129
P015,T08,6.0,1.58,2.1,41.72,9.0,A,0.9477893989335261,1.1314021114911006,3.7546671946519394,-0.9477893989335261,-1.1314021114911006,-3.7546671946519394,0.8620130440460352,1.4635622846255543,2.397401524914111,1.5743256178619003,0023-06-08 10:59:37,5.0,11260.0,-100.0,1150.0,960.0,9250.0,17.0,21.0,100.0,85.7142857142857,461.0,9.0,A,3.21523236067553
P015,T09,8.0,1.62,2.27,43.13,10.0,A,0.9631743177730056,1.184789984909162,3.7871398232814557,-0.9631743177730056,-1.184789984909162,-3.7871398232814557,0.8210779597773477,1.166993306850424,2.3394698816615236,1.4425137160964319,0023-06-13 16:48:27,9.0,10160.0,0.0,650.0,1260.0,8250.0,11.0,23.0,100.0,100.0,401.0,10.0,A,2.71827859279464
P015,T10,9.0,1.26,2.19,65.01,11.0,A,0.8153648132841944,1.1600209167967532,4.189806245700679,-0.8153648132841944,-1.1600209167967532,-4.189806245700679,1.2143588464100359,1.3045851744458572,1.6211071091392306,1.3800170433317078,0023-06-15 16:46:31,9.0,9990.0,-100.0,1050.0,1040.0,8000.0,16.0,21.0,93.75,90.4761904761905,387.0,11.0,A,2.64147664684941
P016,E1,4.0,5.1,6.15,228.45,1.0,A,1.8082887711792655,1.9671123567059163,5.435685140840842,-1.8082887711792655,-1.9671123567059163,-5.435685140840842,-1.4275417260214982,-3.1787978108734634,-0.6015590172359776,-1.7359661847103132,0023-05-12 20:22:35,0.0,850.0,-790.0,850.0,540.0,250.0,13.0,16.0,76.9230769230769,68.75,25.0,1.0,A,-1.48775738808816
P016,E2,3.0,1.9,3.56,233.42,12.0,A,1.0647107369924282,1.5173226235262949,5.457114378295034,-1.0647107369924282,-1.5173226235262949,-5.457114378295034,0.550917166571078,-0.6802213956214385,-0.63978908950807,-0.2563644395194768,0023-07-20 18:11:54,4.0,2920.0,-420.0,400.0,690.0,2250.0,13.0,19.0,61.5384615384615,78.9473684210526,130.0,12.0,A,-0.552580752166854
P016,E3,1.0,3.93,4.85,280.48,13.0,A,1.5953389880545987,1.766441661243765,5.640061397098348,-1.5953389880545987,-1.766441661243765,-5.640061397098348,-0.8609402763708283,-2.0640745748192413,-0.9661692402607703,-1.2970613638169466,0023-08-25 18:02:27,4.0,2885.0,-985.0,700.0,670.0,2500.0,14.0,18.0,71.4285714285714,72.2222222222222,155.0,13.0,A,-0.568392917508519
P016,T01,4.0,5.39,3.8,224.2,2.0,A,1.8547342683894434,1.5686159179138452,5.4169888962655355,-1.8547342683894434,-1.5686159179138452,-5.4169888962655355,-1.551120560725579,-0.9651550127392223,-0.56820464413434,-1.028160072533047,0023-05-26 19:57:05,9.0,895.0,-765.0,600.0,560.0,500.0,15.0,17.0,60.0,70.5882352941177,35.0,2.0,A,-1.46742746122031
P016,T02,5.0,3.74,4.24,152.28,3.0,A,1.556037135706985,1.6563214983329508,5.03226631422255,-1.556037135706985,-1.6563214983329508,-5.03226631422255,-0.7563687375443348,-1.4523584292601923,0.11814605535507497,-0.6968603704831507,0023-06-14 18:23:36,7.0,1925.0,-875.0,1700.0,350.0,750.0,19.0,17.0,94.7368421052632,58.8235294117647,43.0,3.0,A,-1.00209802402275
P016,T03,9.0,3.37,4.94,121.81,4.0,A,1.4747630091074988,1.7817091333745536,4.810638445622293,-1.4747630091074988,-1.7817091333745536,-4.810638445622293,-0.5401203935701967,-2.1488851940320015,0.5135334065013586,-0.7251573937002799,0023-06-16 18:09:38,4.0,1790.0,-300.0,600.0,740.0,750.0,10.0,19.0,70.0,78.9473684210526,52.0,4.0,A,-1.06308780462631
P016,T04,3.0,6.27,3.87,231.79,5.0,A,1.9837562915454279,1.5830939370944985,5.450136759608216,-1.9837562915454279,-1.5830939370944985,-5.450136759608216,-1.89441306980621,-1.0455802305596136,-0.6273409159669259,-1.18911140544425,0023-06-21 19:30:30,2.0,1120.0,-190.0,250.0,310.0,750.0,14.0,16.0,35.7142857142857,62.5,41.0,5.0,A,-1.36577782688104
P016,T05,3.0,2.19,4.5,209.11,6.0,A,1.1600209167967532,1.7047480922384253,5.347631203100958,-1.1600209167967532,-1.7047480922384253,-5.347631203100958,0.2973227028848588,-1.7213675605888659,-0.4444695075959782,-0.6228381217666618,0023-06-23 18:11:41,7.0,2030.0,-350.0,450.0,680.0,1250.0,13.0,18.0,61.5384615384615,77.7777777777778,78.0,6.0,A,-0.954661527997756
P016,T06,5.0,5.46,4.93,172.23,7.0,A,1.8656293177945105,1.780024213009634,5.154620191290849,-1.8656293177945105,-1.780024213009634,-5.154620191290849,-1.5801093236928212,-2.139525482204865,-0.1001350464849158,-1.2732566174608673,0023-06-27 18:30:59,7.0,2460.0,-420.0,500.0,880.0,1500.0,13.0,20.0,61.5384615384615,80.0,77.0,7.0,A,-0.76039778237159
P016,T07,1.0,1.82,4.5,498.7,8.0,A,1.0367368849500223,1.7047480922384253,6.214007918350159,-1.0367368849500223,-1.7047480922384253,-6.214007918350159,0.6253479778495359,-1.7213675605888659,-1.9900982080869503,-1.0287059302754267,0023-06-29 17:54:58,2.0,2585.0,-135.0,400.0,820.0,1500.0,12.0,18.0,58.3333333333333,88.8888888888889,86.0,8.0,A,-0.703925763294216
P016,T08,10.0,1.68,4.54,489.6,9.0,A,0.9858167945227652,1.7119945007591924,6.195629131824389,-0.9858167945227652,-1.7119945007591924,-6.195629131824389,0.7608324879959334,-1.7616212704663199,-1.9573101847774177,-0.9860329890826014,0023-07-04 17:35:05,8.0,2660.0,-750.0,850.0,560.0,2000.0,19.0,20.0,52.6315789473684,55.0,121.0,9.0,A,-0.670042551847791
P016,T09,1.0,1.98,3.94,201.81,10.0,A,1.091923300517313,1.597365331199831,5.312269580166041,-1.091923300517313,-1.597365331199831,-5.312269580166041,0.478511936964039,-1.1248576486373416,-0.381383856351962,-0.34257652267508826,0023-07-10 18:50:02,2.0,2660.0,-100.0,500.0,510.0,1750.0,9.0,19.0,77.7777777777778,68.4210526315789,104.0,10.0,A,-0.670042551847791
P016,T10,5.0,2.6,3.53,263.25,11.0,A,1.2809338454620642,1.5107219394949425,5.576895624750347,-1.2809338454620642,-1.5107219394949425,-5.576895624750347,-0.024393711464180155,-0.6435546773113484,-0.8534805807996633,-0.5071429898583973,0023-07-19 18:39:39,9.0,3560.0,-700.0,300.0,710.0,3250.0,12.0,20.0,83.3333333333333,75.0,204.0,11.0,A,-0.2634440144907
P017,E1,3.0,9.16,3.69,119.84,1.0,B,2.318458442150336,1.5454325824581878,4.794467356518472,-2.318458442150336,-1.5454325824581878,-4.794467356518472,-2.7849644521615313,-0.8363718704765031,0.542382865399701,-1.0263178190794444,0023-06-29 19:07:14,0.0,1860.0,-880.0,400.0,840.0,1500.0,14.0,22.0,42.8571428571429,72.7272727272727,91.0,1.0,B,-1.03146347394298
